level,latitude,longitude,gh[gpm],u[m/s],v[m/s],w[m/s]
1,33.21678,-97.44134,269.59189,-9.49977,0.31646,0.07296
1,33.21676,-97.40923,251.37314,-9.68727,-0.43354,0.06202
1,33.21673,-97.37711,235.52939,-8.31227,-1.12104,-0.01891
1,33.21669,-97.345,258.12314,-7.24977,-1.37104,-0.03245
1,33.21664,-97.31288,251.43564,-6.93727,-1.43354,0.03503
1,33.21658,-97.28077,232.43564,-7.18727,-1.37104,0.04573
1,33.21651,-97.24866,218.27939,-7.37477,-1.24604,0.02954
1,33.21643,-97.21654,211.21689,-6.56227,-1.43354,-0.00542
1,33.21634,-97.18443,217.65439,-4.43727,-1.87104,-0.02423
1,33.21625,-97.15232,219.52939,-2.37477,-2.18354,0.00264
1,33.21614,-97.1202,207.18564,-2.18727,-2.37104,0.01877
1,33.21603,-97.08809,195.02939,-3.68727,-2.30854,0.02682
1,33.2159,-97.05597,178.62314,-5.56227,-1.99604,0.02143
1,33.21577,-97.02386,180.31064,-7.12477,-2.30854,-0.02421
1,33.21562,-96.99175,191.81064,-7.37477,-2.30854,-4e-05
1,33.21547,-96.95964,179.31064,-6.43727,-2.37104,0.00801
1,33.21531,-96.92752,182.81064,-5.18727,-3.12104,-0.01348
2,32.76015,-97.63323,350.97894,6.40684,0.56993,0.01663
2,32.76018,-97.60131,327.29144,7.34434,2.38243,-0.09167
2,32.76021,-97.56938,313.01019,6.53184,3.31993,0.02739
2,32.76022,-97.53746,299.10394,2.34434,2.31993,0.06247
2,32.76023,-97.50554,279.88519,0.40684,0.25743,-0.00774
2,32.76023,-97.47361,255.35394,2.78184,-1.18007,-0.05345
2,32.76021,-97.44169,231.13519,2.90684,-0.18007,-0.00234
2,32.76019,-97.40976,218.16644,-1.03066,1.69493,0.02985
2,32.76016,-97.37784,216.60394,-2.96816,3.31993,-0.02111
2,32.76012,-97.34591,212.94769,-1.84316,4.75743,-0.03986
2,32.76007,-97.31399,206.60394,-1.90566,5.44493,0.01642
2,32.76001,-97.28206,206.26019,-3.53066,4.31993,-0.0211
2,32.75994,-97.25014,220.35394,-3.78066,2.06993,-0.07753
2,32.75987,-97.21821,228.97894,-1.65566,1.69493,-0.06415
2,32.75978,-97.18629,218.04144,-0.65566,3.06993,0.01378
2,32.75968,-97.15437,200.76019,-2.78066,3.19493,0.03795
2,32.75958,-97.12244,219.47894,-5.78066,2.25743,0.0219
2,32.75946,-97.09052,217.10394,-7.84316,1.81993,0.06231
2,32.75934,-97.05859,205.82269,-8.59316,2.25743,0.0569
2,32.75921,-97.02667,192.54144,-8.78066,3.19493,0.03803
2,32.75906,-96.99475,182.10394,-9.28066,4.44493,0.02187
2,32.75891,-96.96282,178.16644,-10.28066,5.88243,0.02725
2,32.75875,-96.9309,176.16644,-10.90566,6.63243,-0.07495
2,32.75858,-96.89897,197.35394,-10.90566,6.38243,-0.15857
2,32.787,-97.63328,358.07269,7.34434,1.88243,-0.07019
2,32.78703,-97.60134,340.57269,7.96934,3.69493,-0.05654
2,32.78705,-97.56941,323.51019,5.09434,3.00743,-0.00236
2,32.78707,-97.53747,289.13519,0.21934,1.38243,0.04894
2,32.78708,-97.50554,252.10394,-0.78066,-0.05507,-0.02388
2,32.78707,-97.4736,236.60394,3.28184,-0.05507,-0.08823
2,32.78706,-97.44167,229.13519,4.46934,1.56993,0.0218
2,32.78704,-97.40973,238.94769,0.28184,3.44493,0.07828
2,32.78701,-97.37779,234.91644,-2.09316,4.94493,0.01379
2,32.78697,-97.34586,214.04144,-1.21816,5.63243,0.00839
2,32.78692,-97.31392,221.13519,-2.15566,5.50743,0.05403
2,32.78686,-97.28199,207.38519,-4.71816,4.56993,0.07279
2,32.78679,-97.25005,197.16644,-4.90566,3.13243,-0.01842
2,32.78671,-97.21812,198.41644,-2.34316,2.06993,-0.03183
2,32.78663,-97.18618,195.41644,-1.78066,1.19493,0.05132
2,32.78653,-97.15425,187.51019,-4.71816,0.00743,0.08629
2,32.78642,-97.12231,192.76019,-7.40566,-0.93007,0.03799
2,32.78631,-97.09037,192.29144,-8.15566,-0.55507,0.01379
2,32.78619,-97.05844,196.41644,-8.15566,0.69493,0.01917
2,32.78605,-97.0265,181.22894,-7.90566,2.19493,0.02721
2,32.78591,-96.99457,177.66644,-7.90566,3.63243,0.01378
2,32.78576,-96.96264,176.69769,-8.78066,5.00743,0.05143
2,32.7856,-96.9307,172.10394,-10.15566,5.94493,0.05948
2,32.78543,-96.89877,170.10394,-11.03066,5.81993,-0.00234
2,32.81384,-97.63333,342.63519,8.90684,4.56993,-0.18096
2,32.81388,-97.60138,317.38519,7.28184,4.13243,-0.08075
2,32.8139,-97.56943,280.88519,2.84434,2.06993,0.02461
2,32.81392,-97.53749,255.60394,-1.53066,0.75743,0.05418
2,32.81392,-97.50554,241.54144,-0.96816,0.75743,-0.0588
2,32.81392,-97.47359,230.94769,4.15684,1.69493,-0.06934
2,32.81391,-97.44165,250.91644,5.46934,2.81993,0.08629
2,32.81389,-97.4097,267.35394,1.28184,4.50743,0.0677
2,32.81386,-97.37775,243.32269,-1.53066,5.69493,0.03802
2,32.81382,-97.3458,238.13519,-1.78066,5.38243,0.05414
2,32.81377,-97.31386,227.13519,-3.46816,4.13243,0.07832
2,32.81371,-97.28191,220.94769,-6.09316,2.81993,0.0891
2,32.81364,-97.24996,210.01019,-6.28066,1.69493,0.03259
2,32.81356,-97.21802,210.35394,-4.09316,0.50743,-0.00234
2,32.81348,-97.18607,204.32269,-3.78066,-1.05507,0.03259
2,32.81338,-97.15413,202.76019,-6.28066,-2.24257,0.01649
2,32.81327,-97.12218,203.91644,-7.71816,-2.11757,-0.01042
2,32.81316,-97.09023,193.63519,-7.28066,-1.11757,-0.00772
2,32.81303,-97.05829,191.82269,-6.71816,0.31993,-0.00503
2,32.8129,-97.02634,190.54144,-6.40566,1.69493,0.00572
2,32.81276,-96.99439,193.69769,-6.53066,2.75743,0.02994
2,32.81261,-96.96245,191.47894,-7.53066,3.63243,0.05955
2,32.81244,-96.9305,186.76019,-9.15566,4.50743,0.09184
2,32.81227,-96.89856,169.04144,-10.71816,4.75743,0.07022
2,32.84069,-97.63337,307.85394,8.53184,5.44493,-0.06712
2,32.84073,-97.60141,286.29144,5.03184,2.81993,0.05427
2,32.84075,-97.56946,280.94769,0.84434,0.94493,0.05967
2,32.84077,-97.5375,272.60394,-2.03066,0.81993,0.02731
2,32.84077,-97.50554,248.44769,-0.21816,2.06993,-0.06955
2,32.84077,-97.47358,235.85394,4.65684,2.38243,-0.02917
2,32.84076,-97.44163,263.79144,5.84434,2.50743,0.08104
2,32.84074,-97.40967,267.07269,2.21934,3.81993,0.0731
2,32.84071,-97.37771,260.88519,-1.53066,4.31993,0.07855
2,32.84067,-97.34575,248.69769,-3.28066,3.19493,0.06502
2,32.84062,-97.31379,234.60394,-5.21816,1.31993,0.08921
2,32.84056,-97.28184,225.57269,-7.34316,-0.05507,0.06767
2,32.84049,-97.24988,224.76019,-7.21816,-0.61757,0.00304
2,32.84041,-97.21792,224.38519,-5.21816,-0.86757,-0.0158
2,32.84032,-97.18596,223.94769,-4.84316,-1.30507,-0.00235
2,32.84023,-97.15401,224.07269,-6.15566,-1.30507,-0.01044
2,32.84012,-97.12205,219.94769,-6.78066,-0.55507,-0.0239
2,32.84001,-97.09009,219.97894,-6.53066,-0.18007,0.00574
2,32.83988,-97.05813,204.07269,-6.03066,0.19493,0.02456
2,32.83975,-97.02618,200.51019,-5.65566,0.75743,0.00304
2,32.83961,-96.99422,209.79144,-5.90566,1.50743,0.01112
2,32.83946,-96.96226,204.38519,-6.78066,2.25743,0.04344
2,32.83929,-96.93031,191.19769,-8.34316,3.06993,0.08112
2,32.83912,-96.89835,172.29144,-10.78066,3.25743,0.07298
2,32.86754,-97.63342,326.54144,5.78184,3.63243,0.06798
2,32.86758,-97.60145,322.66644,2.59434,1.19493,0.03553
2,32.8676,-97.56948,299.51019,0.21934,0.50743,0.02466
2,32.86762,-97.53751,268.54144,-1.15566,1.25743,0.01112
2,32.86763,-97.50554,241.47894,0.15684,2.31993,-0.03459
2,32.86762,-97.47357,240.54144,3.90684,1.50743,0.00304
2,32.86761,-97.4416,279.35394,5.46934,1.44493,0.06236
2,32.86759,-97.40964,282.44769,2.21934,2.63243,0.07053
2,32.86756,-97.37767,272.69769,-2.40566,2.19493,0.07057
2,32.86752,-97.3457,249.88519,-5.03066,0.81993,0.07047
2,32.86747,-97.31373,235.94769,-6.90566,-0.74257,0.05155
2,32.86741,-97.28176,233.41644,-8.28066,-1.43007,0.00035
2,32.86734,-97.24979,238.22894,-7.53066,-1.05507,-0.05357
2,32.86726,-97.21782,243.13519,-5.40566,-0.30507,-0.04011
2,32.86718,-97.18585,236.16644,-4.65566,0.31993,-0.01044
2,32.86708,-97.15389,229.97894,-5.46816,1.06993,0.00035
2,32.86697,-97.12192,221.85394,-6.46816,1.31993,0.0192
2,32.86686,-97.08995,213.44769,-7.09316,0.63243,0.0165
2,32.86673,-97.05798,208.72894,-6.78066,0.00743,-0.01041
2,32.8666,-97.02601,212.69769,-6.03066,0.06993,-0.01042
2,32.86646,-96.99404,205.91644,-5.71816,0.50743,0.02188
2,32.86631,-96.96208,189.72894,-6.34316,0.94493,0.05413
2,32.86614,-96.93011,174.35394,-8.34316,1.19493,0.07295
2,32.86597,-96.89814,175.35394,-11.34316,1.25743,0.02728
2,32.8944,-97.63347,309.29144,3.21934,1.06993,0.0355
2,32.89443,-97.60149,303.13519,1.78184,0.25743,0.00305
2,32.89446,-97.56951,277.69769,0.90684,0.56993,0.00304
2,32.89447,-97.53752,258.97894,-0.40566,1.25743,0.0165
2,32.89448,-97.50554,241.41644,-0.46816,1.50743,0.00573
2,32.89447,-97.47356,251.63519,2.53184,0.56993,-0.02387
2,32.89446,-97.44158,269.26019,4.96934,1.50743,0.02729
2,32.89444,-97.4096,289.35394,1.59434,2.88243,0.05978
2,32.89441,-97.37762,271.04144,-4.03066,1.63243,0.07058
2,32.89437,-97.34564,254.13519,-6.96816,0.13243,0.03544
2,32.89432,-97.31366,249.10394,-8.21816,-0.36757,-0.00235
2,32.89426,-97.28168,248.32269,-8.40566,0.00743,-0.04822
2,32.89419,-97.2497,255.41644,-6.90566,1.00743,-0.05632
2,32.89411,-97.21772,248.76019,-4.96816,1.69493,-0.02661
2,32.89403,-97.18574,242.47894,-4.46816,2.06993,-0.00504
2,32.89393,-97.15376,237.13519,-5.59316,2.44493,0.02731
2,32.89383,-97.12179,227.16644,-7.34316,2.06993,0.04886
2,32.89371,-97.08981,217.04144,-8.09316,1.25743,0.00035
2,32.89359,-97.05783,220.22894,-7.28066,0.56993,-0.01581
2,32.89345,-97.02585,206.54144,-6.15566,0.13243,0.01918
2,32.89331,-96.99387,193.60394,-5.84316,0.00743,0.01917
2,32.89316,-96.96189,186.97894,-6.65566,-0.05507,0.038
2,32.893,-96.92991,174.85394,-8.78066,-0.11757,0.04877
2,32.92125,-97.63351,311.47894,2.21934,-0.18007,-0.01047
2,32.92128,-97.60152,287.60394,2.28184,0.25743,-0.02933
2,32.92131,-97.56953,267.97894,1.78184,0.81993,-0.00234
2,32.92133,-97.53754,254.26019,-0.21816,1.06993,0.03532
2,32.92133,-97.50555,243.35394,-1.15566,0.75743,-0.00503
2,32.92133,-97.47356,276.76019,2.21934,0.69493,-0.0482
2,32.92132,-97.44156,288.26019,5.21934,2.81993,0.00844
2,32.92129,-97.40957,289.13519,0.84434,4.00743,0.08681
2,32.92126,-97.37758,273.04144,-5.84316,1.69493,0.0733
2,32.92122,-97.34559,272.60394,-8.09316,0.06993,0.00305
2,32.92117,-97.3136,270.94769,-8.09316,0.25743,0.01116
2,32.92111,-97.28161,265.97894,-7.53066,1.25743,0.01115
2,32.92105,-97.24962,256.32269,-6.28066,2.00743,0.01384
2,32.92097,-97.21763,248.38519,-5.09316,1.81993,0.02732
2,32.92088,-97.18564,241.13519,-5.15566,1.38243,0.0543
2,32.92078,-97.15364,229.72894,-6.53066,1.38243,0.0624
2,32.92068,-97.12165,228.69769,-8.09316,1.56993,0.01114
2,32.92056,-97.08966,234.29144,-8.59316,1.69493,0.00575
2,32.92044,-97.05767,222.47894,-7.96816,1.44493,0.02191
2,32.92031,-97.02568,208.10394,-7.03066,0.63243,0.00843
2,32.92016,-96.99369,200.66644,-6.53066,0.06993,0.01112
2,32.92001,-96.9617,189.07269,-7.03066,0.19493,0.03802
2,32.91985,-96.92971,174.79144,-8.65566,0.38243,0.01111
2,32.9481,-97.63356,287.19769,2.53184,0.19493,-0.03203
2,32.94814,-97.60156,266.88519,3.03184,0.88243,-0.0185
2,32.94816,-97.56955,272.47894,2.21934,1.25743,0.02728
2,32.94818,-97.53755,264.26019,-0.40566,1.13243,0.04343
2,32.94819,-97.50555,245.26019,-1.28066,0.75743,-0.01848
2,32.94818,-97.47355,269.44769,3.15684,1.63243,-0.05896
2,32.94817,-97.44154,299.47894,5.84434,4.06993,0.03278
2,32.94815,-97.40954,294.72894,-0.65566,3.50743,0.14923
2,32.94812,-97.37754,278.29144,-7.90566,0.38243,0.09237
2,32.94808,-97.34554,275.35394,-8.84316,-1.05507,0.01657
2,32.94803,-97.31353,269.44769,-7.65566,-1.05507,0.04088
2,32.94797,-97.28153,264.54144,-6.96816,-0.49257,0.03816
2,32.9479,-97.24953,261.35394,-6.46816,-0.30507,0.03818
2,32.94782,-97.21753,260.60394,-6.03066,-0.93007,0.04631
2,32.94774,-97.18553,249.60394,-6.03066,-1.43007,0.06249
2,32.94764,-97.15352,241.07269,-6.84316,-0.86757,0.05708
2,32.94753,-97.12152,233.63519,-7.71816,0.44493,0.03274
2,32.94742,-97.08952,227.47894,-8.21816,1.44493,0.02193
2,32.94729,-97.05752,218.01019,-8.40566,1.63243,0.03269
2,32.94716,-97.02552,204.29144,-7.90566,1.06993,0.01112
2,32.94702,-96.99352,197.44769,-6.96816,0.63243,0.00842
2,32.94686,-96.96151,182.51019,-7.03066,0.94493,0.03532
2,32.9467,-96.92951,175.88519,-8.40566,1.56993,-0.00503
2,32.97496,-97.6336,284.63519,3.15684,0.69493,-0.01044
2,32.97499,-97.60159,286.19769,3.40684,1.25743,0.01113
2,32.97502,-97.56958,289.82269,2.34434,1.38243,0.02463
2,32.97504,-97.53756,268.22894,-0.53066,1.19493,0.04616
2,32.97504,-97.50555,246.26019,-0.84316,1.06993,-0.02925
2,32.97504,-97.47354,266.32269,4.40684,2.75743,-0.05891
2,32.97503,-97.44152,285.38519,5.46934,3.69493,0.10026
2,32.975,-97.40951,296.38519,-3.21816,0.88243,0.17379
2,32.97497,-97.3775,276.13519,-9.84316,-1.68007,0.10868
2,32.97493,-97.34548,258.54144,-9.34316,-2.43007,0.04087
2,32.97488,-97.31347,243.57269,-7.53066,-2.86757,0.02462
2,32.97482,-97.28146,247.04144,-6.96816,-2.86757,0.02462
2,32.97476,-97.24944,250.22894,-6.90566,-3.18007,0.02734
2,32.97468,-97.21743,251.82269,-6.65566,-3.61757,0.04627
2,32.97459,-97.18542,240.85394,-5.90566,-3.61757,0.04624
2,32.97449,-97.1534,228.29144,-5.90566,-2.36757,0.05968
2,32.97439,-97.12139,215.16644,-7.03066,-0.61757,0.065
2,32.97427,-97.08938,206.35394,-7.90566,0.44493,0.02997
2,32.97415,-97.05736,202.94769,-8.03066,0.81993,0.02995
2,32.97402,-97.02535,195.29144,-7.71816,0.69493,0.02456
2,32.97387,-96.99334,190.07269,-7.03066,0.44493,0.0138
2,32.97372,-96.96133,181.94769,-7.15566,0.69493,0.03801
2,32.97356,-96.92931,180.60394,-8.84316,1.25743,0.0165
2,33.00182,-97.63365,304.19769,3.59434,0.94493,-0.00235
2,33.00185,-97.60163,294.32269,3.46934,1.56993,-0.01585
2,33.00188,-97.5696,285.69769,2.21934,1.69493,-0.00505
2,33.00189,-97.53758,261.13519,-0.28066,1.88243,0.01381
2,33.0019,-97.50555,250.57269,0.65684,2.13243,-0.06157
2,33.0019,-97.47353,279.32269,4.90684,3.25743,0.02459
2,33.00188,-97.4415,300.66644,2.21934,1.38243,0.14632
2,33.00186,-97.40948,298.35394,-6.53066,-1.99257,0.14935
2,33.00183,-97.37745,282.19769,-10.71816,-2.61757,0.06266
2,33.00179,-97.34543,264.04144,-9.53066,-2.36757,0.01386
2,33.00174,-97.3134,246.57269,-7.84316,-2.68007,0.01653
2,33.00168,-97.28138,232.38519,-7.34316,-3.18007,-0.00773
2,33.00161,-97.24936,243.07269,-7.34316,-3.68007,0.00305
2,33.00153,-97.21733,230.16644,-6.65566,-3.93007,0.02462
2,33.00145,-97.18531,225.76019,-5.21816,-3.43007,0.00035
2,33.00135,-97.15328,214.19769,-4.53066,-2.30507,0.01112
2,33.00125,-97.12126,210.19769,-5.53066,-0.99257,0.00304
2,33.00113,-97.08923,222.88519,-6.78066,-0.30507,-0.00504
2,33.00101,-97.05721,217.57269,-7.59316,-0.11757,0.04615
2,33.00087,-97.02519,203.19769,-7.84316,-0.11757,0.03265
2,33.00073,-96.99316,196.91644,-7.40566,-0.30507,0.02458
2,33.00058,-96.96114,181.51019,-7.65566,-0.43007,0.03533
2,33.00041,-96.92912,187.66644,-9.46816,-0.24257,0.01113
2,33.02868,-97.6337,306.22894,4.09434,1.69493,-0.03479
2,33.02871,-97.60166,280.01019,3.71934,2.69493,-0.04548
2,33.02873,-97.56963,265.38519,2.53184,3.13243,-0.04003
2,33.02875,-97.53759,249.63519,0.65684,3.69493,-0.00772
2,33.02876,-97.50555,265.69769,1.34434,4.25743,-0.03198
2,33.02875,-97.47352,298.51019,2.65684,2.50743,0.05706
2,33.02874,-97.44148,308.41644,-1.84316,-1.43007,0.11945
2,33.02872,-97.40945,285.66644,-7.96816,-3.18007,0.1004
2,33.02869,-97.37741,273.85394,-9.90566,-2.05507,0.02198
2,33.02865,-97.34538,258.57269,-9.09316,-1.11757,0.01384
2,33.0286,-97.31334,245.91644,-8.15566,-1.05507,0.00304
2,33.02854,-97.2813,233.38519,-7.90566,-1.43007,0.00574
2,33.02847,-97.24927,222.26019,-7.71816,-1.86757,-0.00504
2,33.02839,-97.21723,217.94769,-6.65566,-2.05507,-0.02657
2,33.02831,-97.1852,211.44769,-4.96816,-1.68007,-0.04269
2,33.02821,-97.15316,221.35394,-4.34316,-0.99257,-0.03734
2,33.0281,-97.12113,231.66644,-5.28066,-0.49257,-0.01582
2,33.02799,-97.08909,237.07269,-6.46816,-0.24257,0.01923
2,33.02786,-97.05706,220.32269,-7.34316,-0.24257,0.04616
2,33.02773,-97.02502,208.19769,-7.84316,-0.24257,0.02728
2,33.02759,-96.99299,194.26019,-7.84316,-0.30507,0.02188
2,33.02743,-96.96095,183.44769,-8.40566,-0.61757,0.00573
2,33.02727,-96.92892,191.82269,-10.21816,-0.74257,-0.0239
2,33.05553,-97.63374,303.26019,5.21934,3.75743,-0.05365
2,33.05557,-97.6017,283.22894,4.28184,4.56993,-0.05355
2,33.05559,-97.56965,258.63519,3.03184,4.50743,-0.01579
2,33.05561,-97.5376,252.66644,1.59434,4.69493,0.02993
2,33.05562,-97.50556,279.63519,0.15684,5.19493,0.02462
2,33.05561,-97.47351,316.88519,-1.59316,1.81993,0.02201
2,33.0556,-97.44146,302.88519,-4.65566,-2.18007,0.0599
2,33.05558,-97.40942,293.63519,-7.59316,-2.68007,0.02469
2,33.05555,-97.37737,279.57269,-8.53066,-1.43007,0.03008
2,33.05551,-97.34532,267.13519,-8.40566,-0.43007,0.03006
2,33.05546,-97.31327,253.16644,-8.21816,-0.05507,0.0543
2,33.0554,-97.28123,230.85394,-8.34316,-0.18007,0.04076
2,33.05533,-97.24918,229.29144,-8.34316,-0.55507,-0.01043
2,33.05525,-97.21713,229.66644,-7.21816,-0.93007,-0.01851
2,33.05516,-97.18509,228.97894,-5.40566,-0.86757,-0.03467
2,33.05507,-97.15304,242.29144,-4.78066,-0.49257,-0.01313
2,33.05496,-97.121,240.26019,-5.65566,-0.30507,0.03273
2,33.05485,-97.08895,229.66644,-6.78066,-0.24257,0.02731
2,33.05472,-97.0569,223.35394,-7.53066,-0.05507,0.02731
2,33.05459,-97.02486,211.41644,-8.09316,0.13243,0.04346
2,33.05445,-96.99281,193.88519,-8.28066,0.19493,0.03803
2,33.05429,-96.96076,183.72894,-9.03066,0.06993,-0.00503
2,33.05413,-96.92872,197.29144,-10.78066,-0.05507,-0.03198
2,33.0824,-97.63379,280.51019,5.96934,5.56993,-0.05622
2,33.08243,-97.60173,263.91644,3.84434,4.75743,-0.01041
2,33.08245,-97.56967,258.01019,2.71934,3.50743,0.03533
2,33.08247,-97.53762,259.29144,2.15684,3.19493,0.05957
2,33.08248,-97.50556,285.13519,-0.78066,3.88243,0.08137
2,33.08247,-97.4735,322.41644,-4.84316,2.00743,-0.00236
2,33.08246,-97.44144,316.10394,-6.65566,-0.93007,0.01661
2,33.08244,-97.40938,303.26019,-7.34316,-1.74257,0.03011
2,33.08241,-97.37733,287.88519,-7.71816,-1.49257,0.05443
2,33.08237,-97.34527,268.51019,-7.90566,-1.05507,0.06787
2,33.08232,-97.31321,249.41644,-8.21816,-0.68007,0.07588
2,33.08226,-97.28115,234.19769,-8.84316,-0.74257,0.0246
2,33.08219,-97.24909,245.69769,-9.03066,-1.18007,-0.02664
2,33.08211,-97.21704,247.10394,-7.65566,-1.74257,-0.01584
2,33.08203,-97.18498,246.63519,-5.46816,-2.05507,-0.01854
2,33.08193,-97.15292,247.82269,-4.59316,-1.68007,0.02734
2,33.08182,-97.12086,236.41644,-5.46816,-1.11757,0.04893
2,33.08171,-97.08881,229.19769,-6.71816,-0.68007,0.03542
2,33.08158,-97.05675,217.88519,-7.53066,-0.43007,0.04619
2,33.08145,-97.02469,205.54144,-8.65566,-0.36757,0.06232
2,33.08131,-96.99263,197.51019,-9.71816,-0.55507,0.04076
2,33.08115,-96.96058,196.38519,-9.96816,-0.30507,-0.00773
2,33.08099,-96.92852,201.60394,-10.65566,0.00743,-0.01582
2,33.10926,-97.63384,253.57269,4.34434,5.06993,0.0541
2,33.10929,-97.60177,261.85394,1.84434,2.69493,0.05959
2,33.10932,-97.5697,272.22894,1.96934,1.06993,0.02192
2,33.10933,-97.53763,283.19769,2.78184,0.88243,0.04353
2,33.10934,-97.50556,308.88519,-0.28066,1.94493,0.0978
2,33.10934,-97.47349,323.76019,-5.71816,2.00743,0.05187
2,33.10932,-97.44142,311.26019,-8.03066,0.56993,0.02202
2,33.1093,-97.40935,299.82269,-7.96816,-0.80507,0.04365
2,33.10927,-97.37728,277.97894,-7.84316,-1.61757,0.06518
2,33.10923,-97.34521,257.54144,-7.84316,-1.74257,0.06509
2,33.10918,-97.31314,239.57269,-8.34316,-1.68007,0.04886
2,33.10912,-97.28108,239.76019,-9.28066,-1.74257,-0.02661
2,33.10905,-97.24901,260.57269,-9.59316,-2.11757,-0.05097
2,33.10897,-97.21694,262.91644,-7.96816,-2.74257,-0.01586
2,33.10889,-97.18487,252.26019,-4.96816,-3.30507,-0.00235
2,33.10879,-97.1528,237.13519,-3.28066,-2.86757,0.02462
2,33.10868,-97.12073,226.66644,-4.15566,-1.99257,0.06504
2,33.10857,-97.08866,208.94769,-6.03066,-1.49257,0.05691
2,33.10844,-97.05659,209.07269,-7.28066,-1.43007,0.01382
2,33.10831,-97.02453,207.07269,-8.09316,-1.74257,0.05154
2,33.10817,-96.99246,196.79144,-9.03066,-2.43007,0.04882
2,33.10801,-96.96039,196.44769,-9.46816,-1.74257,-0.00773
2,33.10785,-96.92832,202.38519,-10.15566,-0.86757,-0.00235
2,33.13612,-97.63388,270.19769,1.03184,3.31993,0.09197
2,33.13615,-97.6018,281.16644,-0.53066,0.88243,0.00305
2,33.13618,-97.56972,286.32269,1.46934,-0.61757,-0.01586
2,33.13619,-97.53764,311.07269,3.34434,-0.49257,0.02199
2,33.1362,-97.50556,322.63519,0.84434,1.06993,0.06809
2,33.1362,-97.47348,311.35394,-5.21816,2.00743,0.08975
2,33.13619,-97.4414,288.41644,-8.78066,1.25743,0.06255
2,33.13616,-97.40932,277.44769,-9.15566,-0.36757,0.00035
2,33.13613,-97.37724,275.63519,-8.59316,-1.36757,0.02195
2,33.13609,-97.34516,253.85394,-8.15566,-1.68007,0.0354
2,33.13604,-97.31308,249.97894,-8.59316,-1.80507,0.00305
2,33.13598,-97.281,248.60394,-9.53066,-1.93007,-0.02662
2,33.13591,-97.24892,262.97894,-9.78066,-1.99257,-0.04284
2,33.13584,-97.21684,259.41644,-8.21816,-2.24257,0.00305
2,33.13575,-97.18476,241.16644,-4.46816,-2.55507,-0.04276
2,33.13565,-97.15268,232.88519,-1.84316,-2.49257,-0.00773
2,33.13555,-97.1206,216.44769,-2.96816,-2.18007,0.02995
2,33.13543,-97.08852,224.04144,-5.53066,-2.05507,-0.00235
2,33.13531,-97.05644,221.85394,-6.90566,-2.18007,0.03811
2,33.13517,-97.02436,202.82269,-7.28066,-2.68007,0.03804
2,33.13503,-96.99228,203.88519,-7.40566,-3.49257,-0.00504
2,33.13488,-96.9602,198.66644,-7.78066,-2.86757,0.01112
2,33.13471,-96.92812,205.22894,-9.40566,-1.74257,-0.00774
2,33.16298,-97.63393,282.82269,-1.90566,2.19493,0.04354
2,33.16302,-97.60184,295.38519,-2.59316,0.56993,-0.02939
2,33.16304,-97.56975,302.94769,0.90684,-1.30507,-0.04292
2,33.16306,-97.53766,327.63519,4.09434,-0.93007,-0.00778
2,33.16306,-97.50556,312.22894,2.40684,1.44493,0.03552
2,33.16306,-97.47347,297.13519,-4.46816,2.44493,0.09773
2,33.16305,-97.44138,296.51019,-9.71816,1.38243,0.02471
2,33.16303,-97.40929,292.79144,-10.34316,-0.11757,0.03282
2,33.163,-97.3772,269.85394,-9.21816,-0.99257,0.05704
2,33.16296,-97.34511,253.97894,-8.53066,-1.30507,-0.01043
2,33.16291,-97.31301,263.72894,-8.84316,-1.36757,-0.01584
2,33.16285,-97.28092,258.82269,-9.46816,-1.30507,-0.00774
2,33.16278,-97.24883,265.22894,-9.59316,-1.18007,0.00844
2,33.1627,-97.21674,245.01019,-7.96816,-0.93007,0.00843
2,33.16261,-97.18465,234.29144,-4.34316,-0.80507,-0.05342
2,33.16252,-97.15256,222.88519,-1.65566,-1.18007,-0.02652
2,33.16241,-97.12047,233.44769,-2.65566,-1.61757,0.00035
2,33.16229,-97.08838,230.82269,-5.28066,-1.68007,0.02997
2,33.16217,-97.05628,217.19769,-7.40566,-1.93007,0.07306
2,33.16204,-97.02419,200.91644,-8.40566,-2.55507,-0.00504
2,33.16189,-96.9921,213.29144,-7.84316,-3.05507,-0.04815
2,33.16174,-96.96001,203.19769,-6.90566,-2.86757,0.00304
2,33.16158,-96.92792,206.57269,-7.53066,-2.36757,0.00304
2,33.18985,-97.63398,295.47894,-3.90566,1.44493,0.03548
2,33.18988,-97.60187,309.76019,-4.59316,0.44493,-0.04297
2,33.18991,-97.56977,331.54144,-0.09316,-1.55507,-0.08645
2,33.18992,-97.53767,333.01019,5.28184,-0.99257,-0.05384
2,33.18993,-97.50557,320.72894,4.03184,1.94493,0.06262
2,33.18993,-97.47346,320.13519,-4.28066,2.63243,0.13866
2,33.18991,-97.44136,305.91644,-10.65566,1.13243,0.0979
